0.1542,0.1501,0.1427
0.1542,0.1502,0.1429
0.1542,0.1502,0.1432
0.1541,0.1502,0.1434
0.1541,0.1503,0.1436
0.1541,0.1503,0.1437
0.1541,0.1503,0.1439
0.1541,0.1504,0.144
0.1541,0.1504,0.1441
0.1541,0.1504,0.1442
0.1541,0.1505,0.1443
0.154,0.1505,0.1444
0.154,0.1505,0.1444
0.154,0.1506,0.1445
0.154,0.1506,0.1446
0.154,0.1506,0.1446
0.154,0.1506,0.1447
0.1541,0.1506,0.1448
0.1541,0.1504,0.1448
0.1541,0.1502,0.1448
0.1542,0.1502,0.1448
0.1543,0.1504,0.1449
0.1543,0.1504,0.145
0.1544,0.1504,0.145
0.1544,0.1503,0.145
0.1544,0.1502,0.1451
0.1544,0.1502,0.1451
0.1544,0.1501,0.1451
0.1541,0.1501,0.1451
0.1526,0.1502,0.1451
0.1522,0.1503,0.1451
0.1519,0.1505,0.1451
0.1518,0.1505,0.1451
0.1516,0.1506,0.1451
0.1514,0.1507,0.1451
0.151,0.1507,0.1452
0.1506,0.1507,0.1452
0.1503,0.1508,0.1453
0.15,0.1508,0.1453
0.1496,0.1508,0.1453
0.1493,0.1509,0.1453
0.149,0.1509,0.1453
0.1487,0.1509,0.1452
0.1484,0.151,0.1452
0.1481,0.151,0.1452
0.1478,0.151,0.1452
0.1475,0.151,0.1452
0.1472,0.1511,0.1449
0.1469,0.1511,0.1446
0.1466,0.1511,0.1442
0.1463,0.1511,0.1437
0.1461,0.1511,0.1432
0.1457,0.1511,0.1433
0.143,0.1512,0.1432
0.1425,0.1512,0.1433
0.1424,0.1512,0.1433
0.1423,0.1512,0.1433
0.1422,0.1512,0.1434
0.1421,0.1512,0.1433
0.1421,0.1512,0.1433
0.1368,0.1512,0.1433
0.0944,0.1512,0.1434
0.0506,0.1512,0.1432
0.0547,0.1511,0.143
0.0867,0.1511,0.143
0.105,0.1511,0.1432
0.0956,0.1511,0.1432
0.0737,0.151,0.1431
0.0611,0.151,0.143
0.0595,0.151,0.1429
0.0515,0.1509,0.1429
0.0476,0.1509,0.1429
0.0401,0.1508,0.143
0.0324,0.1507,0.143
0.028,0.1507,0.143
0.0196,0.1506,0.1429
0.0294,0.1505,0.1428
0.1113,0.1504,0.1428
0.1298,0.1503,0.1428
0.1326,0.1502,0.1427
0.1328,0.1501,0.1427
0.1329,0.15,0.1427
0.1329,0.1499,0.1428
0.1328,0.1498,0.1426
0.1326,0.1496,0.1425
0.1325,0.1495,0.1425
0.1324,0.1493,0.1425
0.1324,0.1492,0.1425
0.1323,0.1491,0.1424
0.1323,0.1489,0.1423
0.1322,0.1488,0.1421
0.1321,0.1487,0.1419
0.1319,0.1485,0.1416
0.1318,0.1484,0.1414
0.1316,0.1482,0.1413
0.1315,0.148,0.1412
0.1313,0.1479,0.1411
0.1311,0.1477,0.1411
0.1309,0.1476,0.141
0.1307,0.1474,0.141
0.1305,0.1473,0.1409
0.1302,0.1471,0.1409
0.13,0.1469,0.1408
0.1298,0.1467,0.1406
0.1296,0.1465,0.1405
0.1294,0.1463,0.1405
0.1292,0.146,0.1405
0.129,0.1458,0.1405
0.1288,0.1456,0.1404
0.1286,0.1454,0.1402
0.1283,0.1451,0.1401
0.1281,0.1449,0.14
0.1279,0.1447,0.1399
0.1277,0.1444,0.1397
0.1274,0.1441,0.1395
0.1271,0.1438,0.1393
0.1268,0.1436,0.1392
0.1265,0.1433,0.1391
0.1261,0.143,0.1389
0.1258,0.1428,0.1388
0.1255,0.1425,0.1387
0.1251,0.1423,0.1388
0.1248,0.1421,0.1383
0.1246,0.1418,0.1385
0.1244,0.1416,0.1394
0.1241,0.1414,0.1398
0.1239,0.1411,0.1415
0.1236,0.1409,0.1425
0.1234,0.1407,0.1426
0.1231,0.1405,0.1427
0.1228,0.1403,0.1428
0.1224,0.14,0.1428
0.1221,0.1398,0.1429
0.1216,0.1395,0.143
0.121,0.1393,0.143
0.1203,0.1391,0.143
0.1199,0.1388,0.1431
0.1195,0.1386,0.1431
0.1191,0.1384,0.1431
0.1187,0.1382,0.1431
0.1184,0.138,0.1431
0.118,0.1378,0.1431
0.1176,0.1375,0.1431
0.1172,0.1371,0.1431
0.1168,0.1367,0.1431
0.1165,0.1364,0.1431
0.1162,0.1361,0.143
0.1161,0.1358,0.143
0.116,0.1356,0.143
0.1159,0.1353,0.143
0.1157,0.1351,0.143
0.1155,0.1349,0.1429
0.1153,0.1347,0.1429
0.1151,0.1345,0.1429
0.1148,0.1344,0.1428
0.1145,0.1342,0.1428
0.1141,0.134,0.1427
0.1136,0.1337,0.1427
0.113,0.1335,0.1426
0.1125,0.1333,0.1426
0.1121,0.1332,0.1425
0.1117,0.133,0.1425
0.1115,0.1328,0.1425
0.1113,0.1327,0.1425
0.1111,0.1325,0.1424
0.1109,0.1324,0.1424
0.1106,0.1323,0.1424
0.1103,0.1321,0.1424
0.1099,0.132,0.1423
0.1094,0.1319,0.1423
0.1089,0.1317,0.1422
0.1084,0.1315,0.1421
0.1079,0.1313,0.1421
0.1076,0.131,0.142
0.1073,0.1308,0.142
0.107,0.1305,0.1419
0.1068,0.1302,0.1418
0.1066,0.1298,0.1418
0.1065,0.1294,0.1417
0.1062,0.129,0.1417
0.106,0.1286,0.1416
0.1056,0.1283,0.1415
0.1053,0.1279,0.1414
0.1049,0.1275,0.1414
0.1045,0.1272,0.1413
0.104,0.1269,0.1412
0.1038,0.1268,0.1411
0.1035,0.1267,0.141
0.1032,0.1266,0.1409
0.1028,0.1266,0.1408
0.1024,0.1266,0.1407
0.1019,0.1266,0.1406
0.1015,0.1266,0.1405
0.1011,0.1265,0.1404
0.1006,0.1264,0.1403
0.1001,0.1263,0.1402
0.0995,0.1262,0.1401
0.0991,0.1262,0.14
0.0987,0.126,0.1399
0.0985,0.1259,0.1398
0.0982,0.1257,0.1397
0.098,0.1254,0.1396
0.0977,0.1252,0.1395
0.0974,0.1249,0.1394
0.097,0.1246,0.1393
0.0967,0.1242,0.1391
0.0963,0.1239,0.139
0.096,0.1236,0.1389
0.0957,0.1232,0.1388
0.0954,0.1227,0.1386
0.0952,0.1217,0.1385
0.0949,0.1219,0.1384
0.0946,0.1219,0.1383
0.0943,0.1216,0.1381
0.094,0.1215,0.138
0.0937,0.1214,0.1379
0.0934,0.1213,0.1378
0.0931,0.1211,0.1377
0.0928,0.1189,0.1375
0.0925,0.1185,0.1374
0.0922,0.1184,0.1373
0.0919,0.1182,0.1372
0.0916,0.1181,0.1371
0.0913,0.1179,0.1369
0.091,0.1176,0.1368
0.0907,0.1173,0.1367
0.0902,0.1171,0.1366
0.0897,0.1168,0.1365
0.0894,0.1166,0.1364
0.0892,0.1164,0.1362
0.0889,0.1161,0.1361
0.0886,0.1159,0.136
0.0882,0.1158,0.1359
0.0879,0.1144,0.1357
0.0876,0.114,0.1356
0.0875,0.1139,0.1355
0.0872,0.1136,0.1354
0.0868,0.1134,0.1352
0.0865,0.1131,0.1351
0.0861,0.113,0.1349
0.0859,0.1128,0.1348
0.0858,0.1127,0.1346
0.0857,0.1126,0.1345
0.0856,0.1124,0.1343
0.0854,0.1122,0.1342
0.0852,0.1121,0.134
0.085,0.1116,0.1339
0.0849,0.1113,0.1337
0.0847,0.111,0.1336
0.0846,0.1109,0.1335
0.0845,0.1107,0.1334
0.0843,0.1106,0.1332
0.0841,0.1105,0.1331
0.0839,0.11,0.133
0.0838,0.1095,0.1329
0.0837,0.1095,0.1328
0.0835,0.1095,0.1326
0.0833,0.1093,0.1325
0.0832,0.1092,0.1324
0.083,0.1091,0.1323
0.0829,0.109,0.1321
0.0828,0.1087,0.132
0.0826,0.1088,0.1319
0.0825,0.1079,0.1317
0.0823,0.1068,0.1316
0.0822,0.1056,0.1315
0.082,0.1045,0.1313
0.0818,0.1044,0.1312
0.0817,0.1043,0.1311
0.0817,0.1042,0.1309
0.0817,0.1042,0.1308
0.0815,0.1043,0.1306
0.0814,0.1043,0.1305
0.0812,0.1044,0.1303
0.0811,0.1045,0.1302
